Genus,Species,state,sppcode,seedmass_mg,leaf_height_cm,sla,accSppName,meanSeedMass,sla_mi_jae,meanHt,dataset,species,species_id,number,leaf_area,perc_n,perc_c,CN,root_mass,shoot_mass,leaf_mass,single_root_mass,total_root_mass,total_shoot_mass,total_biomass,root_shoot,sla_mi_gh,notes,ourName
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,1,6.082,0.5889,44.367,75.33876719,0.226,0.435,0.028,0.02,0.246,0.463,0.709,0.531317495,217.2142857,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,1,6.082,0.5889,44.367,75.33876719,0.226,0.435,0.028,0.02,0.246,0.463,0.709,0.531317495,217.2142857,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,1,6.082,0.5889,44.367,75.33876719,0.226,0.435,0.028,0.02,0.246,0.463,0.709,0.531317495,217.2142857,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,1,6.082,0.5889,44.367,75.33876719,0.226,0.435,0.028,0.02,0.246,0.463,0.709,0.531317495,217.2142857,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,1,6.082,0.5889,44.367,75.33876719,0.226,0.435,0.028,0.02,0.246,0.463,0.709,0.531317495,217.2142857,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,1,6.082,0.5889,44.367,75.33876719,0.226,0.435,0.028,0.02,0.246,0.463,0.709,0.531317495,217.2142857,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,1,6.082,0.5889,44.367,75.33876719,0.226,0.435,0.028,0.02,0.246,0.463,0.709,0.531317495,217.2142857,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,1,6.082,0.5889,44.367,75.33876719,0.226,0.435,0.028,0.02,0.246,0.463,0.709,0.531317495,217.2142857,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,1,6.082,0.5889,44.367,75.33876719,0.226,0.435,0.028,0.02,0.246,0.463,0.709,0.531317495,217.2142857,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,1,6.082,0.5889,44.367,75.33876719,0.226,0.435,0.028,0.02,0.246,0.463,0.709,0.531317495,217.2142857,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,2,NA,NA,NA,NA,0.25,0.326,0.038,0.023,0.273,0.364,0.637,0.75,NA,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,2,NA,NA,NA,NA,0.25,0.326,0.038,0.023,0.273,0.364,0.637,0.75,NA,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,2,NA,NA,NA,NA,0.25,0.326,0.038,0.023,0.273,0.364,0.637,0.75,NA,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,2,NA,NA,NA,NA,0.25,0.326,0.038,0.023,0.273,0.364,0.637,0.75,NA,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,2,NA,NA,NA,NA,0.25,0.326,0.038,0.023,0.273,0.364,0.637,0.75,NA,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,2,NA,NA,NA,NA,0.25,0.326,0.038,0.023,0.273,0.364,0.637,0.75,NA,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,2,NA,NA,NA,NA,0.25,0.326,0.038,0.023,0.273,0.364,0.637,0.75,NA,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,2,NA,NA,NA,NA,0.25,0.326,0.038,0.023,0.273,0.364,0.637,0.75,NA,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,2,NA,NA,NA,NA,0.25,0.326,0.038,0.023,0.273,0.364,0.637,0.75,NA,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,2,NA,NA,NA,NA,0.25,0.326,0.038,0.023,0.273,0.364,0.637,0.75,NA,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,2,NA,NA,NA,NA,0.25,0.326,0.038,0.023,0.273,0.364,0.637,0.75,NA,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,2,5.483,0.9148,47.214,51.61128115,0.165,0.208,0.019,0.011,0.176,0.227,0.403,0.775330396,288.5789474,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,2,5.483,0.9148,47.214,51.61128115,0.165,0.208,0.019,0.011,0.176,0.227,0.403,0.775330396,288.5789474,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,2,5.483,0.9148,47.214,51.61128115,0.165,0.208,0.019,0.011,0.176,0.227,0.403,0.775330396,288.5789474,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,2,5.483,0.9148,47.214,51.61128115,0.165,0.208,0.019,0.011,0.176,0.227,0.403,0.775330396,288.5789474,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,2,5.483,0.9148,47.214,51.61128115,0.165,0.208,0.019,0.011,0.176,0.227,0.403,0.775330396,288.5789474,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,2,5.483,0.9148,47.214,51.61128115,0.165,0.208,0.019,0.011,0.176,0.227,0.403,0.775330396,288.5789474,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,2,5.483,0.9148,47.214,51.61128115,0.165,0.208,0.019,0.011,0.176,0.227,0.403,0.775330396,288.5789474,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,2,5.483,0.9148,47.214,51.61128115,0.165,0.208,0.019,0.011,0.176,0.227,0.403,0.775330396,288.5789474,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,2,5.483,0.9148,47.214,51.61128115,0.165,0.208,0.019,0.011,0.176,0.227,0.403,0.775330396,288.5789474,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,2,5.483,0.9148,47.214,51.61128115,0.165,0.208,0.019,0.011,0.176,0.227,0.403,0.775330396,288.5789474,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,2,5.483,0.9148,47.214,51.61128115,0.165,0.208,0.019,0.011,0.176,0.227,0.403,0.775330396,288.5789474,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,3,5.494,0.8593,46.426,54.02769696,0.325,0.285,0.029,0.044,0.369,0.314,0.683,1.175159236,189.4482759,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,3,5.494,0.8593,46.426,54.02769696,0.325,0.285,0.029,0.044,0.369,0.314,0.683,1.175159236,189.4482759,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,3,5.494,0.8593,46.426,54.02769696,0.325,0.285,0.029,0.044,0.369,0.314,0.683,1.175159236,189.4482759,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,3,5.494,0.8593,46.426,54.02769696,0.325,0.285,0.029,0.044,0.369,0.314,0.683,1.175159236,189.4482759,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,3,5.494,0.8593,46.426,54.02769696,0.325,0.285,0.029,0.044,0.369,0.314,0.683,1.175159236,189.4482759,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,3,5.494,0.8593,46.426,54.02769696,0.325,0.285,0.029,0.044,0.369,0.314,0.683,1.175159236,189.4482759,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,3,5.494,0.8593,46.426,54.02769696,0.325,0.285,0.029,0.044,0.369,0.314,0.683,1.175159236,189.4482759,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,3,5.494,0.8593,46.426,54.02769696,0.325,0.285,0.029,0.044,0.369,0.314,0.683,1.175159236,189.4482759,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,3,5.494,0.8593,46.426,54.02769696,0.325,0.285,0.029,0.044,0.369,0.314,0.683,1.175159236,189.4482759,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,3,5.494,0.8593,46.426,54.02769696,0.325,0.285,0.029,0.044,0.369,0.314,0.683,1.175159236,189.4482759,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,3,5.494,0.8593,46.426,54.02769696,0.325,0.285,0.029,0.044,0.369,0.314,0.683,1.175159236,189.4482759,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,3,6.67,0.8647,46.235,53.46941136,0.24,0.274,0.024,0.012,0.252,0.298,0.55,0.845637584,277.9166667,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,3,6.67,0.8647,46.235,53.46941136,0.24,0.274,0.024,0.012,0.252,0.298,0.55,0.845637584,277.9166667,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,3,6.67,0.8647,46.235,53.46941136,0.24,0.274,0.024,0.012,0.252,0.298,0.55,0.845637584,277.9166667,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,3,6.67,0.8647,46.235,53.46941136,0.24,0.274,0.024,0.012,0.252,0.298,0.55,0.845637584,277.9166667,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,3,6.67,0.8647,46.235,53.46941136,0.24,0.274,0.024,0.012,0.252,0.298,0.55,0.845637584,277.9166667,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,3,6.67,0.8647,46.235,53.46941136,0.24,0.274,0.024,0.012,0.252,0.298,0.55,0.845637584,277.9166667,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,3,6.67,0.8647,46.235,53.46941136,0.24,0.274,0.024,0.012,0.252,0.298,0.55,0.845637584,277.9166667,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,3,6.67,0.8647,46.235,53.46941136,0.24,0.274,0.024,0.012,0.252,0.298,0.55,0.845637584,277.9166667,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,3,6.67,0.8647,46.235,53.46941136,0.24,0.274,0.024,0.012,0.252,0.298,0.55,0.845637584,277.9166667,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,3,6.67,0.8647,46.235,53.46941136,0.24,0.274,0.024,0.012,0.252,0.298,0.55,0.845637584,277.9166667,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,3,6.67,0.8647,46.235,53.46941136,0.24,0.274,0.024,0.012,0.252,0.298,0.55,0.845637584,277.9166667,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,3,9.52,0.7764,46.208,59.51571355,0.133,0.291,0.027,0.017,0.15,0.318,0.468,0.471698113,352.5925926,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,3,9.52,0.7764,46.208,59.51571355,0.133,0.291,0.027,0.017,0.15,0.318,0.468,0.471698113,352.5925926,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,3,9.52,0.7764,46.208,59.51571355,0.133,0.291,0.027,0.017,0.15,0.318,0.468,0.471698113,352.5925926,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,3,9.52,0.7764,46.208,59.51571355,0.133,0.291,0.027,0.017,0.15,0.318,0.468,0.471698113,352.5925926,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,3,9.52,0.7764,46.208,59.51571355,0.133,0.291,0.027,0.017,0.15,0.318,0.468,0.471698113,352.5925926,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,3,9.52,0.7764,46.208,59.51571355,0.133,0.291,0.027,0.017,0.15,0.318,0.468,0.471698113,352.5925926,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,3,9.52,0.7764,46.208,59.51571355,0.133,0.291,0.027,0.017,0.15,0.318,0.468,0.471698113,352.5925926,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,3,9.52,0.7764,46.208,59.51571355,0.133,0.291,0.027,0.017,0.15,0.318,0.468,0.471698113,352.5925926,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,3,9.52,0.7764,46.208,59.51571355,0.133,0.291,0.027,0.017,0.15,0.318,0.468,0.471698113,352.5925926,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,3,9.52,0.7764,46.208,59.51571355,0.133,0.291,0.027,0.017,0.15,0.318,0.468,0.471698113,352.5925926,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,3,9.52,0.7764,46.208,59.51571355,0.133,0.291,0.027,0.017,0.15,0.318,0.468,0.471698113,352.5925926,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,4,6.296,NA,NA,NA,0.141,0.274,0.022,0.015,0.156,0.296,0.452,0.527027027,286.1818182,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,4,6.296,NA,NA,NA,0.141,0.274,0.022,0.015,0.156,0.296,0.452,0.527027027,286.1818182,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,4,6.296,NA,NA,NA,0.141,0.274,0.022,0.015,0.156,0.296,0.452,0.527027027,286.1818182,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,4,6.296,NA,NA,NA,0.141,0.274,0.022,0.015,0.156,0.296,0.452,0.527027027,286.1818182,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,4,6.296,NA,NA,NA,0.141,0.274,0.022,0.015,0.156,0.296,0.452,0.527027027,286.1818182,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,4,6.296,NA,NA,NA,0.141,0.274,0.022,0.015,0.156,0.296,0.452,0.527027027,286.1818182,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,4,6.296,NA,NA,NA,0.141,0.274,0.022,0.015,0.156,0.296,0.452,0.527027027,286.1818182,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,4,6.296,NA,NA,NA,0.141,0.274,0.022,0.015,0.156,0.296,0.452,0.527027027,286.1818182,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,4,6.296,NA,NA,NA,0.141,0.274,0.022,0.015,0.156,0.296,0.452,0.527027027,286.1818182,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,4,6.296,NA,NA,NA,0.141,0.274,0.022,0.015,0.156,0.296,0.452,0.527027027,286.1818182,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,4,6.296,NA,NA,NA,0.141,0.274,0.022,0.015,0.156,0.296,0.452,0.527027027,286.1818182,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,4,14.086,0.7853,44.965,57.2583726,0.223,0.412,0.039,0.009,0.232,0.451,0.683,0.514412417,361.1794872,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,4,14.086,0.7853,44.965,57.2583726,0.223,0.412,0.039,0.009,0.232,0.451,0.683,0.514412417,361.1794872,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,4,14.086,0.7853,44.965,57.2583726,0.223,0.412,0.039,0.009,0.232,0.451,0.683,0.514412417,361.1794872,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,4,14.086,0.7853,44.965,57.2583726,0.223,0.412,0.039,0.009,0.232,0.451,0.683,0.514412417,361.1794872,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,4,14.086,0.7853,44.965,57.2583726,0.223,0.412,0.039,0.009,0.232,0.451,0.683,0.514412417,361.1794872,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,4,14.086,0.7853,44.965,57.2583726,0.223,0.412,0.039,0.009,0.232,0.451,0.683,0.514412417,361.1794872,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,4,14.086,0.7853,44.965,57.2583726,0.223,0.412,0.039,0.009,0.232,0.451,0.683,0.514412417,361.1794872,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,4,14.086,0.7853,44.965,57.2583726,0.223,0.412,0.039,0.009,0.232,0.451,0.683,0.514412417,361.1794872,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,4,14.086,0.7853,44.965,57.2583726,0.223,0.412,0.039,0.009,0.232,0.451,0.683,0.514412417,361.1794872,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,4,14.086,0.7853,44.965,57.2583726,0.223,0.412,0.039,0.009,0.232,0.451,0.683,0.514412417,361.1794872,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,4,14.086,0.7853,44.965,57.2583726,0.223,0.412,0.039,0.009,0.232,0.451,0.683,0.514412417,361.1794872,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,5,5.126,0.8966,46.296,51.6350658,0.25,0.232,0.018,0.003,0.253,0.25,0.503,1.012,284.7777778,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,5,5.126,0.8966,46.296,51.6350658,0.25,0.232,0.018,0.003,0.253,0.25,0.503,1.012,284.7777778,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,5,5.126,0.8966,46.296,51.6350658,0.25,0.232,0.018,0.003,0.253,0.25,0.503,1.012,284.7777778,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,5,5.126,0.8966,46.296,51.6350658,0.25,0.232,0.018,0.003,0.253,0.25,0.503,1.012,284.7777778,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,5,5.126,0.8966,46.296,51.6350658,0.25,0.232,0.018,0.003,0.253,0.25,0.503,1.012,284.7777778,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,5,5.126,0.8966,46.296,51.6350658,0.25,0.232,0.018,0.003,0.253,0.25,0.503,1.012,284.7777778,NA,Chamaecrista fasciculata
